商品名,カテゴリ,色,スパーク,ボディ,メーカー,産地,地名,容量,価格,小売価格,コメント,味わい,画像
オリヴィエ・ギュイヨ　フルゴーニュ　コートドール,ワイン,,,,,フランス,ブルゴーニュ赤,750,4972,5469 ,ブドウ本来の魅力が生きたナチュラルな味わいで、香りもチャーミング。,ミディアム赤,
オリヴィエ・ギュイヨ　シャンボール・ミュジニーVV,ワイン,,,,,フランス,ブルゴーニュ赤,750,19727,21700 ,マルサネを代表する新進気鋭のドメーヌ。多くのファンから注目されています。,フルボディ赤,
ルフレーブ　マコンヴェルゼ・レ　シェーヌ2023　,ワイン,,,,,フランス,ブルゴーニュ,750,9254,10179 ,より凝縮感と力強さ、豊かなアロマを持つ傾向があります。 ,シャルドネ100％,
ドメーヌ・デ・コトードウ・フォン・キュレボージョレー,ワイン,,,,,フランス,ブルゴーニュ,750,2890,3179 ,ジューシーで複雑味があります。酸味は高く清涼感あり！,ミディアム,
ニーポート　レドマ・レゼルバ　ホワイト　2018,ワイン,,,,,ポルトガル,ドウロ,750,7027,7730 ,エレガントなスタイルの白ワイン、凛とした酸とミネラルによる骨格を基調とする。,辛口白ワイン,
ニーポート　クロ・ド・クラップ　2019,ワイン,,,,,ポルトガル,ドウロ,750,2881,3169 ,レモンや白桃などの果実香。非常にフレッシュな酸味とミネラル感を持つ辛口。,辛口白ワイン,
デリンクエンテ　ジェイバード,ワイン,,,,,オーストラリア,,750,2345,2580 ,柑橘～トロピカルフルーツと複雑な表情を見せるオレンジワイン。,オレンジワイン,
デリンクエンテ　プリティボーイ,ワイン,,,,,オーストラリア,,750,2163,2379 ,イチゴキャンディの可愛らしさでクリーミー。自然な酸が心地よいロゼ。,ロゼワイン,
アンティノリ　ペポリ　　　　　　キャンティクラシコ　,ワイン,,,,,イタリア,トスカーナ,750,3000,3300 ,洗練されたモダンな雰囲気が漂うエレガントな味わい。,フルボディ赤,
ルフレーヴ・ブルゴーニュ　　　ブラン2020,ワイン,,,,,フランス,ブルゴーニュ白,750,13500,14850 ,全ブルゴーニュの白ワインにおいて最高の造り手,辛口白ワイン,
ルーデュモン・ボジョレー　　　ヌーヴォ＾2025,ワイン,,,,,フランス,ブルゴーニュ,750,4318,4750 ,世界が認める醸造家「仲田晃司」氏が手掛ける。樹齢70年以上,ミディアム,
サントリープレミアム　　　　　　ハイボール白州,ウイスキー,,,,サントリ,山梨県,,350,600,660 ,アメリカンホワイトオーク樽で長期熟成させた原酒を一部使用！,数量限定販売,
ニッカ・フロム・ザ・バレル,ウイスキー,,,,ニッカウヰスキー,,ニッカウヰスキー,660,3200,3520 ,重厚な味わいとコク、豊かに広がる香りが特徴です。,数量限定品,
ニッカ　フロンティア,ウイスキー,,,,ニッカ,,ニッカ,700,2000,2200 ,ニッカの原点、余市蒸溜所のヘビーピートモルトをキーに採用。,心地よいスモーキーさ,
ニッカ　フロンティア,ウイスキー,,,,ニッカ,国産,ニッカ,700,454,499 ,ニッカの原点、余市蒸溜所のヘビーピートモルトをキーに採用。,グラス,
ニッカ　シングルモルト余市,ウイスキー,,,,,アサヒビール,北海道余市蒸留所,700,7000,7700 ,力強くスモーキーな味わいが特徴のジャパニーズウイスキーです。,もはやアート,
ニッカ　新　竹鶴ピュアモルト,ウイスキー,,,,,アサヒビール,余市蒸溜所と宮城峡蒸溜所,700,7000,7700 ,ブレンデッドウイスキーをしのぐほどの繊細な飲みやすさを実現。,モルトウイスキー,
キリン　シングルグレーン　　　　ウィスキー富士　７００,ウイスキー,,,,,御殿場,キリンビール,700,5854,6439 ,、味わう度に富士の美しさを感じるシングルグレーンウイスキー。,国産ウイスキー,
キリン　富士　シングルモルトジャパニーズウイスキー,ウイスキー,,,,,キリンビール,富士御殿場蒸溜所,700,727,800 ,富士御殿場蒸溜所のモルトウイスキーのみでブレンドされた,シングルモルト,
マルス　シングルモルト駒ケ岳,ウイスキー,,,,駒ケ岳蒸留所,長野県,駒ヶ根市,700,7200,7920 ,アップルティーやあんず、熟した柿を想わせる華やかな香味。,数量限定品,
マルス　岩井トラディション・ワインカスクF,ウイスキー,,,,駒ケ岳蒸留所,長野県,駒ヶ根市,700,2800,3080 ,上品な口当たりの柔らかさに、ワイン樽由来の甘いバニラ香が調和。,数量限定品,
マルス　岩井トラディション・シェリーカスクF,ウイスキー,,,,駒ケ岳蒸留所,長野県,駒ヶ根市,700,3300,3630 ,シェリー樽で追加熟成されたブレンデッドウイスキー,数量限定品,
マルス　ジングルモルト駒ケ岳2024,ウイスキー,,,,駒ケ岳蒸留所,長野県,駒ヶ根市,700,8200,9020 ,バーボンバレルで熟成した原酒をベースに個性豊かなシェリーカスク,長野県限定品,
イチローズ　モルト＆グレーン　ホワイトラベル,ウイスキー,,,,イチローズモルト秩父蒸留所,埼玉県,,700,727,800 ,スイートで軽やかな中に複雑で奥深い原酒のハーモニー！,グラス,
月光川蒸溜所　NEWPOT　　　　　The Staveセット,ウイスキー,,,,月光川蒸溜所,山形県,,700,5000,5500 ,自分でウイスキーを造ることをテーマにしたセット商品となります。,オンリーワンウイスキー,
GAKKOGAWA　Distillery　New　BORN　2026Edition,ウイスキー,,,,"	月光川蒸留所",山形県,,700,4000,4400 ,初となる20ヶ月熟成樽熟成を経た商品。ふくよかな味わい,バーボンバレル,
イチローズ　モルト＆グレーン　ホワイトラベル,ウイスキー,,,,イチローズモルト秩父蒸留所,埼玉県,,700,3854,4239 ,スイートで軽やかな中に複雑で奥深い原酒のハーモニー！,数量限定　希少！,
バスカー　シングルモルト　　　ウイスキー,ウイスキー,,,,,アイルランド,ロイヤルオーク蒸留所,700,3427,3770 ,バーボン樽原酒とシェリー樽原酒をバランス良くヴァッテッド。,シングルモルト,
バスカー　スモールバッチ　　　シングルモルト,ウイスキー,,,,,バスカー,アイルランド,700,727,800 ,バーボン樽とオロロソシェリー樽の「ダブルエイジド」,グラス,
カバラン　ディスティラリセレクト　ＮＯ．１　700,ウイスキー,,,,,台湾,BAR TIMES & Whisky Lab ,700,727,800 ,柔らかくかつコクのある、タフィーやバニラの香りが広がるウイスキー,新興モルトウイスキー,
ビハインドザカスク・　　　「ブランク・ド・ブランクス」,ウイスキー,,,,ビハインド・ザ・カスク,北海道,,700,16500,18150 ,シャンパーニュをイメージした通り、高級ハイボールを想定して設計されました。,,
ビハインド・ザ・カスク　S.P.E-MG,ウイスキー,,,,ビハインド・ザ・カスク,北海道,,700,14000,15400 ,フルーティかつウッディで飲み飽きない仕上がりとなっております。,ピーティー＆スモーキー,
ビハインド・ザ・カスク　S.P.E-MG,ウイスキー,,,,ビハインド・ザ・カスク,北海道,,700,14000,15400 ,国産原酒と海外産モルト・グレーンを絶妙にブレンドしました。,ピーティー＆スモーキー,
ビハインドザカスク・　　　「ディ・トリッパー」ハーヴェスト,ウイスキー,,,,ビハインド・ザ・カスク,北海道,,700,7000,7700 ,ディ・トリッパー蒸留所から遂にリリース！500本限定,シェリークオーターカスク,
ビハインドザカスク・　　　「ディ・トリッパー」ハーヴェスト,ウイスキー,,,,ビハインド・ザ・カスク,北海道,,700,1090,1199 ,ディ・トリッパー蒸留所から遂にリリース！500本限定,グラス,
ビハインドザカスク・　　　　　　「ディ・トリッパー」,ウイスキー,,,,ディトリッパー蒸留所,北海道,,700,8000,8800 ,ペドロヒメネス樽。コンセプトは新しい香り新しい味新しい形,ハーヴェスト‐23.2,
SINGLE MALT JAPANESE WHISKY  桜尾,ウイスキー,,,,SAKURAO DISTILLERY,広島県,,700,6000,6600 ,バニラの甘み、渋みと酸味、樽の香りと濃厚な香りの余韻が長い,3年熟成した4種類の樽,
SINGLE MALT JAPANESE WHISKY  戸河内,ウイスキー,,,,SAKURAO DISTILLERY,広島県,,700,6000,6600 ,すっきりとした甘さ、爽快で穏やか、キレのある余韻,3年熟成したバーボン樽,
ルフレーヴ・ピュリニー　　　モンラッシェ2020,,,,,,フランス,ブルゴーニュ白,750,25200,27720 ,ピュリニー・モンラッシェ随一の造り手がドメーヌ・ルフレーヴ,辛口白ワイン,
月光川蒸溜所　NEWPOT　　　　　The Staveセット,ウイスキー,,,,,山形県,月光川蒸溜所,330,909,1000 ,自分でウイスキーを育てることをテーマにした商品です。,フレンチオーク熟成,
白ワイン用　チーズセット,,,,,,イタリア,フランス,,1090,1199 ,デリス クランベリー 約30gフランス　グラナ パダーノ 約30g イタリア,オススメ！！,
CLAFT　GIN　香の森　47°　,ジン,,,,養命酒製造,長野県,駒ヶ根市,500,4727,5200 ,香木「クロモジ」と18種類の　　　　　　　　　　ボタニカルと組み合わせる,IWSCでの金賞受賞,
野沢温泉蒸留所　Autumn・Gin,ジン,,,,野沢温泉蒸留所,長野県,野沢温泉,500,5054,5559 ,秋の自然を表現して作られました。甘い栗の実が、香ばしいウコンと混ざり合います。,季節限定販売,nozawa do-sogin.jpg
野沢温泉蒸留所　BARREL　AGEDGIN,ジン,,,,野沢温泉蒸留所,長野県,野沢温泉,500,7590,8349 ,NOZAWA GINをフレンチオーク樽で21ヶ月間熟成しました。,世界最高の樽熟成ジン,
野沢温泉蒸留所　Doso・GIN,ジン,,,,野沢温泉蒸留所,長野県,野沢温泉,500,4865,5352 ,シナモンやほうじ茶。道祖神火祭りを讃えるための限定ジン。,数量限定品,
野沢温泉　マッドサイエンティスト・アブサン,ジン,,,,野沢温泉蒸留所,長野県,野沢温泉,500,5727,6300 ,ジンの蒸留にインスピレーションされたアブサン。,数量限定品,
野沢温泉蒸留所　　　　　　　　　OBUSE　GIN　,ジン,,,,野沢温泉蒸留所,長野県,野沢温泉,500,2500,2750 ,そばの実と甘い栗の実が、香ばしいウコンの香りと混ざり合います。,先行限定販売,
大信州　岳峰松本GIN2024,ジン,,,,大信州酒造㈱,松本市,松本市,500,5500,6050 ,信州の自然の香りを感じられる純国産ジンです。,クラフトジン,
赤ワイン用　チーズセット,,,,,,,フランス,,1090,1199 ,デリス パパイヤ 約30gフランス産　コンテ ド モンターニュ フランス産,オススメ！！,
Apple Cinnamon Liqueur Elixir 16%,,,,,クロドテンリュウ,長野県,飯田市,750,5000,5500 , 貴重品種、グラニースミスと紅玉の100%天然フルーツリキュール。,リキュール,
請福梅酒　泡盛仕込み,,,,,請福酒造,沖縄県,沖縄県,720,1727,1900 ,南高梅の酸味が爽やかさを演出します。甘酸っぱい梅酒。,泡盛仕込み梅酒,
ヨー子,,,,,楯の川酒造,栃木県,栃木県,720,2300,2530 ,国産ジャージーヨーグルトと「楯野川 純米大吟醸」をバランスブレンド,クラフトサケ,
黒松仙醸　どぶといちご,,,,,㈱仙醸,長野県,伊那市,720,1800,1980 ,やさしい甘さとジューシーな酸味♪,国産いちごピューレ,
黒松仙醸　どぶとみかん,,,,,㈱仙醸,長野県,伊那市,720,1700,1870 ,お米の優しい甘さとみかんの爽やかな甘酸っぱさが調和する。,数量限定どぶろく,
神渡　きぬごし梅酒,,,,,豊島屋,長野県,岡谷市,720,1700,1870 ,神渡をベースに全量国産梅を贅沢につけ込んだ。香りと旨み,国産梅,
コントジョルジュ・ヴォギュエ　ボンヌマール22,,,,,,フランス,シャンボール・ミュジニー,750,168290,185119 ,ミュジニィと対極に位置する、おおらかで力強い豊満なボディを持ちます。,ピノノワール100％,
LIBROM         　　　　　　　　       レモングラス,,,,,,福岡県,LIBROM,500,2630,2893 ,レモングラスを煮出して合わせる　　　　　　フレッシュで力強い香り。,クラフトサケ,
